Season,short_name,long_name,age,dob,height_cm,weight_kg,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,release_clause_eur,nation_position,nation_jersey_number,previous_edition_overall,long_name1,club_name1
2015/16,D. Brosinski,Daniel Brosinski,27,1988-07-17,178,70,1. FSV Mainz 05,German 1. Bundesliga,75,75,3300000.0,20000.0,"RB, LB, RM",Right,,,,74.0,Daniel Brosinski,1. FSV Mainz 05
2015/16,J. Livermore,Jake Livermore,26,1989-11-14,180,76,Hull City,English Premier League,75,76,4600000.0,30000.0,"CM, CDM, CB",Right,,,,74.0,Jake Livermore,Hull City
2015/16,M. Britos,Miguel Ángel Britos Cabrera,30,1985-07-17,188,82,Watford,English Premier League,75,75,2900000.0,40000.0,CB,Left,,,,74.0,Miguel Angel Britos Cabrera,Watford
2015/16,Caiuby,Caiuby Francisco da Silva,27,1988-07-14,184,85,FC Augsburg,German 1. Bundesliga,75,75,4100000.0,20000.0,"LM, ST",Right,,,,71.0,Caiuby Francisco da Silva,FC Augsburg
2015/16,J. Durmaz,Jakup Jimmy Durmaz,27,1989-03-22,180,69,Toulouse Football Club,French Ligue 1,75,75,4100000.0,30000.0,"LM, RM, LW, RW",Left,,RM,21.0,70.0,Jakup Jimmy Durmaz,Toulouse Football Club
2015/16,E. Berisha,Etrit Berisha,27,1989-03-10,194,92,Atalanta,Italian Serie A,75,76,3800000.0,20000.0,GK,Left,,,,73.0,Etrit Berisha,Atalanta
2015/16,B. Hübner,Benjamin Hübner,26,1989-07-04,193,82,TSG Hoffenheim,German 1. Bundesliga,75,77,4100000.0,40000.0,CB,Left,,,,70.0,Benjamin Hubner,TSG Hoffenheim
2015/16,D. Čop,Duje Čop,26,1990-02-01,184,73,Real Sporting de Gijón,Spain Primera Division,75,77,5000000.0,30000.0,ST,Right,,,,72.0,Duje Cop,Real Sporting de Gijon
2015/16,Lombán,David Rodríguez Lombán,29,1987-06-05,188,84,Granada CF,Spain Primera Division,75,75,3100000.0,20000.0,CB,Right,,,,74.0,David Rodriguez Lomban,Granada CF
2015/16,P. Tachtsidis,Panagiotis Tachtsidis,25,1991-02-15,191,86,Cagliari,Italian Serie A,75,78,4300000.0,40000.0,"CDM, CM",Left,,,,75.0,Panagiotis Tachtsidis,Cagliari
2015/16,J. Schieber,Julian Schieber,27,1989-02-13,186,83,Hertha BSC,German 1. Bundesliga,75,76,4700000.0,30000.0,ST,Left,,,,75.0,Julian Schieber,Hertha BSC
2015/16,R. Mason,Ryan Mason,25,1991-06-13,175,68,Hull City,English Premier League,75,78,4300000.0,30000.0,"CDM, CM, CAM",Right,,,,75.0,Ryan Mason,Hull City
2015/16,E. Zukanović,Ervin Zukanović,29,1987-02-11,189,85,Atalanta,Italian Serie A,75,75,3100000.0,30000.0,"CB, LB",Left,,,,73.0,Ervin Zukanovic,Atalanta
2015/16,A. Elmohamady,Ahmed Eissa El Mohamady Abdel Fattah,28,1987-09-09,182,78,Hull City,English Premier League,75,75,3900000.0,40000.0,"RM, RWB, RB",Right,,,,74.0,Ahmed Eissa El Mohamady Abdel Fattah,Hull City
2015/16,A. Uchida,内田 篤人,28,1988-03-27,176,70,FC Schalke 04,German 1. Bundesliga,75,75,3100000.0,30000.0,"RB, RWB",Right,,,,76.0, ,FC Schalke 04
2015/16,Park Joo Ho,박주호 朴柱昊,29,1987-01-16,176,73,Borussia Dortmund,German 1. Bundesliga,75,75,3000000.0,40000.0,"LB, CDM",Left,,,,, ,Borussia Dortmund
2015/16,P. Lasne,Paul Lasne,27,1989-01-16,186,77,Montpellier Hérault SC,French Ligue 1,75,75,4100000.0,30000.0,"RM, CM",Left,,,,73.0,Paul Lasne,Montpellier Herault SC
2015/16,Júnior Caiçara,Uílson de Souza Paula Júnior,27,1989-04-27,173,70,FC Schalke 04,German 1. Bundesliga,75,76,3700000.0,30000.0,"RB, RM",Right,,,,76.0,Uilson de Souza Paula Junior,FC Schalke 04
2015/16,E. Badu,Emmanuel Agyemang-Badu,25,1990-12-02,173,71,Udinese Calcio,Italian Serie A,75,78,5000000.0,20000.0,"CM, CDM",Right,,,,73.0,Emmanuel Agyemang-Badu,Udinese Calcio
2015/16,A. Ioniţă,Artur Ioniţă,25,1990-08-17,184,73,Cagliari,Italian Serie A,75,77,4800000.0,40000.0,"CM, CAM, CDM",Right,,,,73.0,Artur Ionita,Cagliari
2015/16,W. Mesloub,Walid Mesloub,30,1985-09-04,180,69,FC Lorient,French Ligue 1,75,75,3800000.0,20000.0,"CAM, CDM",Right,,,,74.0,Walid Mesloub,FC Lorient
2015/16,P. Bargfrede,Philipp Bargfrede,27,1989-03-03,174,71,SV Werder Bremen,German 1. Bundesliga,75,76,3800000.0,20000.0,CDM,Right,,,,74.0,Philipp Bargfrede,SV Werder Bremen
2015/16,A. Gray,Andre Gray,25,1991-06-26,180,78,Burnley,English Premier League,75,79,5500000.0,40000.0,ST,Right,,,,70.0,Andre Gray,Burnley
2015/16,F. Diagne,Fallou Diagne,26,1989-08-14,185,80,SV Werder Bremen,German 1. Bundesliga,75,77,4100000.0,20000.0,"CB, RB",Right,,,,74.0,Fallou Diagne,SV Werder Bremen
2015/16,Y. Nagatomo,長友 佑都,29,1986-09-12,170,68,Inter,Italian Serie A,75,75,3000000.0,50000.0,"LB, RB",Left,,,,, ,Inter
2015/16,F. Kainz,Florian Kainz,23,1992-10-24,175,70,SV Werder Bremen,German 1. Bundesliga,75,78,5000000.0,20000.0,"LM, LW, CAM",Right,,,,71.0,Florian Kainz,SV Werder Bremen
2015/16,Joel Robles,Joel Robles Blázquez,26,1990-06-17,195,90,Everton,English Premier League,75,79,4300000.0,50000.0,GK,Right,,,,74.0,Joel Robles Blazquez,Everton
2015/16,S. Verdi,Simone Verdi,23,1992-07-12,171,61,Bologna,Italian Serie A,75,81,5500000.0,40000.0,"CAM, RW",Left,,,,74.0,Simone Verdi,Bologna
2015/16,G. Donati,Giulio Donati,26,1990-02-05,178,76,1. FSV Mainz 05,German 1. Bundesliga,75,77,4000000.0,20000.0,"RB, LB",Right,,,,73.0,Giulio Donati,1. FSV Mainz 05
2015/16,Juanmi,Juan Miguel Jiménez López,23,1993-05-20,170,63,Real Sociedad,Spain Primera Division,75,82,6000000.0,20000.0,"CAM, ST, LM",Right,,,,70.0,Juan Miguel Jimenez Lopez,Real Sociedad
2015/16,S. Araujo,Sergio Ezequiel Araújo,24,1992-01-28,180,74,Unión Deportiva Las Palmas,Spain Primera Division,75,79,5500000.0,20000.0,ST,Right,,,,76.0,Sergio Ezequiel Araujo,Union Deportiva Las Palmas
2015/16,N. Redmond,Nathan Redmond,22,1994-03-06,173,75,Southampton,English Premier League,75,83,6000000.0,50000.0,RM,Right,,,,74.0,Nathan Redmond,Southampton
2015/16,S. Taïder,Saphir Sliti Taïder,24,1992-02-29,180,73,Bologna,Italian Serie A,75,80,5500000.0,40000.0,CM,Right,,,,75.0,Saphir Sliti Taider,Bologna
2015/16,D. D'Ambrosio,Danilo D'Ambrosio,27,1988-09-09,180,75,Inter,Italian Serie A,75,75,3300000.0,50000.0,RB,Right,,,,75.0,Danilo D'Ambrosio,Inter
2015/16,B. Dabo,Bryan Dabo,24,1992-02-18,187,79,AS Saint-Étienne,French Ligue 1,75,80,5500000.0,30000.0,"CM, CDM, RB, RM",Right,,,,72.0,Bryan Dabo,AS Saint-Etienne
2015/16,Ibai Gómez,Ibai Gómez Pérez,26,1989-11-11,177,72,Deportivo Alavés,Spain Primera Division,75,76,4600000.0,20000.0,"LM, CAM, RM",Right,,,,77.0,Ibai Gomez Perez,Deportivo Alaves
2015/16,Gálvez,Alejandro Gálvez Jimena,27,1989-06-06,190,79,SD Eibar,Spain Primera Division,75,76,3800000.0,20000.0,CB,Right,,,,76.0,Alejandro Galvez Jimena,SD Eibar
2015/16,W. Lautoa,Wesley Lautoa,28,1987-08-25,184,87,FC Lorient,French Ligue 1,75,75,3200000.0,20000.0,CB,Left,,,,73.0,Wesley Lautoa,FC Lorient
2015/16,M. Lowton,Matthew Lowton,27,1989-06-09,180,78,Burnley,English Premier League,75,75,3300000.0,30000.0,RB,Right,,,,74.0,Matthew Lowton,Burnley
2015/16,L. Caldirola,Luca Caldirola,25,1991-02-01,189,79,SV Werder Bremen,German 1. Bundesliga,75,78,4300000.0,20000.0,"CB, LB",Left,,,,74.0,Luca Caldirola,SV Werder Bremen
2015/16,Timor,David Timor Copoví,26,1989-10-17,185,77,CD Leganés,Spain Primera Division,75,77,4100000.0,20000.0,"CDM, CM",Left,,,,74.0,David Timor Copovi,CD Leganes
2015/16,S. García,Santiago García,27,1988-07-08,191,80,SV Werder Bremen,German 1. Bundesliga,75,75,3300000.0,20000.0,LB,Left,,,,74.0,Santiago Garcia,SV Werder Bremen
2015/16,Carles Planas,Carles Planas Antolínez,25,1991-03-04,173,76,RC Celta de Vigo,Spain Primera Division,75,79,4300000.0,20000.0,LB,Left,,,,71.0,Carles Planas Antolinez,RC Celta de Vigo
2015/16,Juan Jesus,Juan Guilherme Nunes Jesus,25,1991-06-10,185,76,Roma,Italian Serie A,75,78,4200000.0,40000.0,"LB, CB",Left,,,,79.0,Juan Guilherme Nunes Jesus,Roma
2015/16,G. Bussmann,Gaëtan Bussmann,25,1991-02-02,184,79,1. FSV Mainz 05,German 1. Bundesliga,75,77,4000000.0,20000.0,LB,Left,,,,,Gaetan Bussmann,1. FSV Mainz 05
2015/16,F. Sørensen,Frederik Hillersborg Sørensen,24,1992-04-14,194,88,1. FC Köln,German 1. Bundesliga,75,81,4800000.0,20000.0,"CB, RB",Right,,,,74.0,Frederik Hillersborg Srensen,1. FC Koln
2015/16,Ryder,Ryder Matos Santos,23,1993-02-27,180,71,Udinese Calcio,Italian Serie A,75,80,5500000.0,20000.0,"ST, CF",Right,,,,74.0,Ryder Matos Santos,Udinese Calcio
2015/16,M. Hinteregger,Martin Hinteregger,23,1992-09-07,185,86,FC Augsburg,German 1. Bundesliga,75,81,4800000.0,20000.0,CB,Left,,LCB,4.0,75.0,Martin Hinteregger,FC Augsburg
2015/16,S. Anđelković,Siniša Anđelković,30,1986-02-13,186,82,Palermo,Italian Serie A,75,75,2900000.0,20000.0,CB,Right,,,,75.0,Sinisa Anelkovic,Palermo
2015/16,J. Kurtić,Jasmin Kurtić,27,1989-01-10,186,88,Atalanta,Italian Serie A,75,76,4500000.0,30000.0,"CM, CDM",Right,,SUB,8.0,76.0,Jasmin Kurtic,Atalanta
2015/16,David Juncà,David Juncà Reñé,22,1993-11-16,175,67,SD Eibar,Spain Primera Division,75,81,4800000.0,15000.0,LB,Left,,,,70.0,David Junca Rene,SD Eibar
2015/16,F. Viviani,Federico Viviani,24,1992-03-24,180,75,Bologna,Italian Serie A,75,79,5500000.0,40000.0,"CM, CDM",Right,,,,72.0,Federico Viviani,Bologna
2015/16,P. Kadeřábek,Pavel Kadeřábek,24,1992-04-25,182,81,TSG Hoffenheim,German 1. Bundesliga,75,80,4600000.0,30000.0,RB,Right,,RB,2.0,73.0,Pavel Kaderabek,TSG Hoffenheim
2015/16,F. Gutiérrez,Felipe Alejandro Gutiérrez Leiva,25,1990-10-08,170,64,Real Betis Balompié,Spain Primera Division,75,78,5000000.0,20000.0,"CM, CDM",Left,,SUB,13.0,75.0,Felipe Alejandro Gutierrez Leiva,Real Betis Balompie
2015/16,Edenílson,Edenílson Andrade dos Santos,26,1989-12-18,175,76,Genoa,Italian Serie A,75,76,4600000.0,30000.0,"RM, LM",Right,,,,75.0,Edenilson Andrade dos Santos,Genoa
2015/16,C. Kerbrat,Christophe Kerbrat,29,1986-08-02,183,74,En Avant de Guingamp,French Ligue 1,75,75,3100000.0,20000.0,CB,Right,,,,75.0,Christophe Kerbrat,En Avant de Guingamp
2015/16,B. Mendy,Benjamin Mendy,21,1994-07-17,185,85,AS Monaco,French Ligue 1,75,79,4500000.0,30000.0,LB,Left,,,,76.0,Benjamin Mendy,AS Monaco
2015/16,T. Inui,乾 貴士,28,1988-06-02,169,63,SD Eibar,Spain Primera Division,75,75,3900000.0,20000.0,LM,Right,,,,, ,SD Eibar
2015/16,Ilori,Tiago Abiola Delfim Almeida Ilori,23,1993-02-26,190,80,Liverpool,English Premier League,75,78,4400000.0,60000.0,CB,Right,,,,74.0,Tiago Abiola Delfim Almeida Ilori,Liverpool
2015/16,L. Ocampos,Lucas Ariel Ocampos,21,1994-07-11,187,84,Genoa,Italian Serie A,75,82,5500000.0,20000.0,"RM, LM, RW",Right,,,,76.0,Lucas Ariel Ocampos,Genoa
2015/16,M. Pucciarelli,Manuel Pucciarelli,25,1991-06-17,174,63,Empoli,Italian Serie A,75,78,5000000.0,15000.0,"ST, CF",Right,,,,73.0,Manuel Pucciarelli,Empoli
2015/16,M. Livaja,Marko Livaja,22,1993-08-26,182,81,Unión Deportiva Las Palmas,Spain Primera Division,75,81,6000000.0,20000.0,ST,Right,,,,69.0,Marko Livaja,Union Deportiva Las Palmas
2015/16,M. Keane,Michael Keane,23,1993-01-11,188,82,Burnley,English Premier League,75,82,5000000.0,30000.0,"CB, RB",Right,,,,71.0,Michael Keane,Burnley
2015/16,M. Barrow,Modou Barrow,23,1992-10-01,176,63,Swansea City,English Premier League,75,83,6000000.0,50000.0,"RW, LW, RM",Left,,,,,Modou Barrow,Swansea City
2015/16,M. van der Hoorn,Mike van der Hoorn,23,1992-10-15,190,81,Swansea City,English Premier League,75,79,4600000.0,40000.0,CB,Right,,,,73.0,Mike van der Hoorn,Swansea City
2015/16,S. Kolašinac,Sead Kolašinac,23,1993-06-20,183,85,FC Schalke 04,German 1. Bundesliga,75,79,4500000.0,20000.0,"LB, CDM",Left,,,,75.0,Sead Kolasinac,FC Schalke 04
2015/16,O. Tannane,Oussama Tannane,22,1994-03-23,178,80,AS Saint-Étienne,French Ligue 1,75,82,6000000.0,30000.0,"RW, LW",Left,,,,70.0,Oussama Tannane,AS Saint-Etienne
2015/16,M. Mantovani,Martín Maximiliano Mantovani,31,1984-07-07,185,78,CD Leganés,Spain Primera Division,75,75,2700000.0,20000.0,CB,Right,,,,68.0,Martin Maximiliano Mantovani,CD Leganes
2015/16,A. Thomasson,Adrien Thomasson,22,1993-12-10,177,72,FC Nantes,French Ligue 1,75,82,5500000.0,20000.0,"RM, LM, CM",Right,,,,73.0,Adrien Thomasson,FC Nantes
2015/16,Cléber,Cleber Janderson Pereira Reis,25,1990-12-05,183,87,Hamburger SV,German 1. Bundesliga,75,77,4100000.0,30000.0,CB,Right,,,,,Cleber Janderson Pereira Reis,Hamburger SV
2015/16,Guilherme,Guilherme dos Santos Torres,25,1991-04-05,178,78,Deportivo de La Coruña,Spain Primera Division,75,78,4300000.0,20000.0,"CDM, CM, CAM",Right,,,,74.0,Guilherme dos Santos Torres,Deportivo de La Coruna
2015/16,Thomas,Thomas Teye Partey,23,1993-06-13,185,73,Atlético de Madrid,Spain Primera Division,75,82,5000000.0,30000.0,"CDM, CM",Right,,,,71.0,Thomas Teye Partey,Atletico de Madrid
2015/16,José Rodríguez,José Rodríguez Martínez,21,1994-12-16,180,75,1. FSV Mainz 05,German 1. Bundesliga,75,80,5500000.0,20000.0,"CM, RM, CAM, CDM",Right,,,,74.0,Jose Rodriguez Martinez,1. FSV Mainz 05
2015/16,Douglas Santos,Douglas dos Santos Justino de Melo,22,1994-03-22,173,67,Hamburger SV,German 1. Bundesliga,75,81,4800000.0,30000.0,"LB, LW",Left,,,,,Douglas dos Santos Justino de Melo,Hamburger SV
2015/16,R. Kishna,Ricardo Dennie Kishna,21,1995-01-04,183,77,Lazio,Italian Serie A,75,82,6000000.0,40000.0,"LW, RW, CAM",Left,,,,75.0,Ricardo Dennie Kishna,Lazio
2015/16,D. Cataldi,Danilo Cataldi,21,1994-08-06,180,70,Lazio,Italian Serie A,75,83,6000000.0,30000.0,"CM, CDM",Right,,,,73.0,Danilo Cataldi,Lazio
2015/16,J. Gondorf,Jérôme Gondorf,28,1988-06-26,175,76,SV Darmstadt 98,German 1. Bundesliga,75,75,3900000.0,30000.0,"CM, CDM",Right,,,,68.0,Jerome Gondorf,SV Darmstadt 98
2015/16,R. Berić,Robert Berić,25,1991-06-17,188,80,AS Saint-Étienne,French Ligue 1,75,80,5500000.0,30000.0,ST,Right,,ST,22.0,74.0,Robert Beric,AS Saint-Etienne
2015/16,V. Grifo,Vincenzo Grifo,23,1993-04-07,180,76,Sport-Club Freiburg,German 1. Bundesliga,75,79,5500000.0,20000.0,LM,Right,,,,72.0,Vincenzo Grifo,Sport-Club Freiburg
2015/16,T. Werner,Timo Werner,20,1996-03-06,180,75,RB Leipzig,German 1. Bundesliga,75,85,6500000.0,30000.0,"ST, LM",Right,,,,72.0,Timo Werner,RB Leipzig
2015/16,D. Kohr,Dominik Kohr,22,1994-01-31,183,75,FC Augsburg,German 1. Bundesliga,75,80,4700000.0,20000.0,"CDM, CM",Right,,,,72.0,Dominik Kohr,FC Augsburg
2015/16,A. Masuaku,Arthur Masuaku,22,1993-11-07,179,70,West Ham United,English Premier League,75,82,4900000.0,60000.0,"LB, LM",Left,,,,,Arthur Masuaku,West Ham United
2015/16,R. De Paul,Rodrigo Javier De Paul,22,1994-05-24,178,68,Udinese Calcio,Italian Serie A,75,83,6000000.0,20000.0,"LM, CAM",Right,,,,77.0,Rodrigo Javier De Paul,Udinese Calcio
2015/16,D. Amartey,Daniel Amartey,21,1994-12-21,183,78,Leicester City,English Premier League,75,84,5500000.0,40000.0,"CDM, CB",Right,,,,70.0,Daniel Amartey,Leicester City
2015/16,N. Bentaleb,Nabil Bentaleb,21,1994-11-24,187,78,FC Schalke 04,German 1. Bundesliga,75,83,5500000.0,20000.0,"CDM, CM",Left,,,,75.0,Nabil Bentaleb,FC Schalke 04
2015/16,C. Carbonero,Carlos Mario Carbonero Mancilla,25,1990-07-25,179,73,U.C. Sampdoria,Italian Serie A,75,77,4800000.0,30000.0,"CM, RM",Right,,,,,Carlos Mario Carbonero Mancilla,U.C. Sampdoria
2015/16,Naranjo,José Manuel García Naranjo,21,1994-07-28,182,72,RC Celta de Vigo,Spain Primera Division,75,85,6500000.0,20000.0,"LM, ST, RM",Right,,,,60.0,Jose Manuel Garcia Naranjo,RC Celta de Vigo
2015/16,Y. Sabaly,Youssouf Sabaly,23,1993-03-05,174,64,FC Girondins de Bordeaux,French Ligue 1,75,80,4600000.0,30000.0,RB,Right,,,,71.0,Youssouf Sabaly,FC Girondins de Bordeaux
2015/16,M. Cornet,Gnaly Maxwel Cornet,19,1996-09-27,179,69,Olympique Lyonnais,French Ligue 1,75,85,6000000.0,20000.0,"LW, RW, ST",Left,,,,68.0,Gnaly Maxwel Cornet,Olympique Lyonnais
2015/16,T. Jedvaj,Tin Jedvaj,20,1995-11-28,184,83,Bayer 04 Leverkusen,German 1. Bundesliga,75,85,5500000.0,30000.0,"RB, CB",Right,,,,75.0,Tin Jedvaj,Bayer 04 Leverkusen
2015/16,A. Izzo,Armando Izzo,24,1992-03-02,183,78,Genoa,Italian Serie A,75,79,4600000.0,20000.0,CB,Right,,,,72.0,Armando Izzo,Genoa
2015/16,A. Robertson,Andrew Robertson,22,1994-03-11,178,63,Hull City,English Premier League,75,83,5000000.0,30000.0,"LB, LWB",Left,,LB,3.0,73.0,Andrew Robertson,Hull City
2015/16,Wallace,Wallace Fortuna dos Santos,21,1994-10-14,191,83,Lazio,Italian Serie A,75,83,5500000.0,30000.0,CB,Right,,,,,Wallace Fortuna dos Santos,Lazio
2015/16,Bruno Henrique,Bruno Henrique Corsini,26,1989-10-21,180,75,Palermo,Italian Serie A,75,76,3900000.0,20000.0,"CDM, CM",Right,,,,,Bruno Henrique Corsini,Palermo
2015/16,G. Haraguchi,原口 元気,25,1991-05-09,177,68,Hertha BSC,German 1. Bundesliga,75,78,5000000.0,30000.0,"LM, RM",Right,,,,72.0, ,Hertha BSC
2015/16,Diego Carlos,Diego Carlos Santos Silva,23,1993-03-15,185,79,FC Nantes,French Ligue 1,75,82,5000000.0,20000.0,CB,Right,,,,66.0,Diego Carlos Santos Silva,FC Nantes
2015/16,Diego Rico,Diego Rico Salguero,23,1993-02-23,181,75,CD Leganés,Spain Primera Division,75,82,4900000.0,20000.0,"LB, CB",Left,,,,68.0,Diego Rico Salguero,CD Leganes
2015/16,L. Hernández,Lucas François Bernard Hernández Pi,20,1996-02-14,180,75,Atlético de Madrid,Spain Primera Division,75,86,6000000.0,30000.0,"CB, LB",Left,,,,66.0,Lucas Francois Bernard Hernandez Pi,Atletico de Madrid
2015/16,A. Schöpf,Alessandro Schöpf,22,1994-02-07,178,75,FC Schalke 04,German 1. Bundesliga,75,82,5500000.0,30000.0,"RM, CAM, CM, LM",Right,,SUB,18.0,69.0,Alessandro Schopf,FC Schalke 04
2015/16,N. Keïta,Naby Keïta,21,1995-02-10,172,64,RB Leipzig,German 1. Bundesliga,75,83,6000000.0,30000.0,"CM, CDM",Right,,,,68.0,Naby Keita,RB Leipzig
2015/16,Y. Cardinale,Yoan Cardinale,22,1994-03-27,181,84,OGC Nice,French Ligue 1,75,81,4800000.0,20000.0,GK,Right,,,,58.0,Yoan Cardinale,OGC Nice
2015/16,G. Donsah,Godfred Donsah,20,1996-06-17,175,70,Bologna,Italian Serie A,75,85,6500000.0,40000.0,CM,Right,,,,69.0,Godfred Donsah,Bologna
2015/16,M. Jojić,Miloš Jojić,24,1992-03-19,177,79,1. FC Köln,German 1. Bundesliga,75,78,5000000.0,20000.0,"CM, RM, CDM",Right,,,,75.0,Milos Jojic,1. FC Koln
2015/16,T. Touré,Thomas Touré,22,1993-12-27,175,76,FC Girondins de Bordeaux,French Ligue 1,75,82,6000000.0,30000.0,CAM,Right,,SUB,7.0,73.0,Thomas Toure,FC Girondins de Bordeaux
2015/16,Afonso Figueiredo,Afonso Mendes Ribeiro de Figueiredo,23,1993-01-06,169,63,Stade Rennais FC,French Ligue 1,75,82,4900000.0,30000.0,LB,Left,,,,71.0,Afonso Mendes Ribeiro de Figueiredo,Stade Rennais FC
2015/16,N. Amiri,Nadiem Amiri,19,1996-10-27,180,72,TSG Hoffenheim,German 1. Bundesliga,75,83,5500000.0,20000.0,"CAM, CM, LM",Right,,,,63.0,Nadiem Amiri,TSG Hoffenheim
2015/16,A. Masina,Adam Masina,22,1994-01-02,191,87,Bologna,Italian Serie A,75,80,4600000.0,40000.0,LB,Left,,,,68.0,Adam Masina,Bologna
2015/16,Y. Mutō,武藤 嘉紀,23,1992-07-15,179,72,1. FSV Mainz 05,German 1. Bundesliga,75,81,6000000.0,30000.0,"ST, LM",Right,,,,, ,1. FSV Mainz 05
2015/16,F. Ricca,Federico Ricca Rostagnol,21,1994-12-01,179,72,Málaga CF,Spain Primera Division,75,83,5000000.0,15000.0,LB,Left,,SUB,13.0,,Federico Ricca Rostagnol,Malaga CF
2015/16,M. Rog,Marko Rog,20,1995-07-19,180,73,Napoli,Italian Serie A,75,85,6500000.0,40000.0,"CAM, CM",Right,,,,,Marko Rog,Napoli
2015/16,G. Tremmel,Gerhard Tremmel,37,1978-11-16,190,86,Swansea City,English Premier League,74,74,1000000.0,30000.0,GK,Right,,,,74.0,Gerhard Tremmel,Swansea City
2015/16,S. Maloney,Shaun Maloney,33,1983-01-24,170,69,Hull City,English Premier League,74,74,2200000.0,30000.0,"CAM, LM",Right,,SUB,15.0,73.0,Shaun Maloney,Hull City
2015/16,N. Seube,Nicolas Seube,36,1979-08-11,180,72,Stade Malherbe Caen,French Ligue 1,74,74,,15000.0,"CDM, CM",Right,,,,71.0,Nicolas Seube,Stade Malherbe Caen
2015/16,M. Feulner,Markus Feulner,34,1982-02-12,183,82,FC Augsburg,German 1. Bundesliga,74,74,1600000.0,20000.0,"CM, RB, CDM",Right,,,,74.0,Markus Feulner,FC Augsburg
2015/16,Y. Pelé,Yohann Pelé,33,1982-11-04,196,89,Olympique de Marseille,French Ligue 1,74,74,2400000.0,30000.0,GK,Right,,,,73.0,Yohann Pele,Olympique de Marseille
2015/16,T. Starke,Tom Starke,35,1981-03-18,194,98,FC Bayern München,German 1. Bundesliga,74,74,2000000.0,30000.0,GK,Right,,,,76.0,Tom Starke,FC Bayern Munchen
2015/16,Riesgo,Asier Riesgo Unamuno,32,1983-10-06,185,76,SD Eibar,Spain Primera Division,74,74,2500000.0,15000.0,GK,Right,,,,71.0,Asier Riesgo Unamuno,SD Eibar
2015/16,S. Riether,Sascha Riether,33,1983-03-23,174,70,FC Schalke 04,German 1. Bundesliga,74,74,1400000.0,30000.0,"RB, CB",Right,,,,72.0,Sascha Riether,FC Schalke 04
2015/16,F. Béria,Franck Béria,33,1983-05-23,177,76,LOSC Lille,French Ligue 1,74,74,1400000.0,30000.0,"LB, RB",Right,,,,75.0,Franck Beria,LOSC Lille
2015/16,R. Cohade,Renaud Cohade,31,1984-09-29,180,74,FC Metz,French Ligue 1,74,74,2800000.0,20000.0,CM,Right,,,,74.0,Renaud Cohade,FC Metz
2015/16,T. Giresse,Thibault Giresse,35,1981-05-25,172,65,En Avant de Guingamp,French Ligue 1,74,74,1200000.0,15000.0,LM,Left,,,,74.0,Thibault Giresse,En Avant de Guingamp
2015/16,S. Huszti,Szabolcs Huszti,33,1983-04-18,173,72,Eintracht Frankfurt,German 1. Bundesliga,74,74,2100000.0,20000.0,"LM, RM, CM",Left,,,,,Szabolcs Huszti,Eintracht Frankfurt
2015/16,M. Gobbi,Massimo Gobbi,35,1980-10-31,182,78,Chievo Verona,Italian Serie A,74,74,500000.0,10000.0,"LB, LM",Left,,,,73.0,Massimo Gobbi,Chievo Verona
2015/16,G. Pandev,Goran Pandev,32,1983-07-27,184,75,Genoa,Italian Serie A,74,74,2700000.0,30000.0,"ST, CAM",Left,,,,75.0,Goran Pandev,Genoa
2015/16,D. Maietta,Domenico Maietta,33,1982-08-03,184,75,Bologna,Italian Serie A,74,74,1500000.0,40000.0,CB,Right,,,,72.0,Domenico Maietta,Bologna
2015/16,B. Džemaili,Blerim Džemaili,30,1986-04-12,179,73,Bologna,Italian Serie A,74,74,3000000.0,50000.0,"CM, CDM",Right,,SUB,20.0,72.0,Blerim Dzemaili,Bologna
2015/16,L. Rigoni,Luca Rigoni,31,1984-12-07,185,76,Genoa,Italian Serie A,74,74,2800000.0,30000.0,"CM, CDM",Right,,,,75.0,Luca Rigoni,Genoa
2015/16,S. Pellissier,Sergio Pellissier,37,1979-04-12,175,76,Chievo Verona,Italian Serie A,74,74,425000.0,15000.0,ST,Right,,,,72.0,Sergio Pellissier,Chievo Verona
2015/16,E. Barreto,Édgar Osvaldo Barreto Cáceres,31,1984-07-15,182,78,U.C. Sampdoria,Italian Serie A,74,74,2800000.0,30000.0,"CM, CDM",Right,,,,76.0,Edgar Osvaldo Barreto Caceres,U.C. Sampdoria
2015/16,M. Silvestre,Matías Agustín Silvestre,31,1984-09-25,185,78,U.C. Sampdoria,Italian Serie A,74,74,2200000.0,30000.0,CB,Right,,,,74.0,Matias Agustin Silvestre,U.C. Sampdoria
2015/16,D. Delaney,Damien Delaney,34,1981-07-20,191,89,Crystal Palace,English Premier League,74,74,1000000.0,50000.0,CB,Left,,,,74.0,Damien Delaney,Crystal Palace
2015/16,A. Diaby,Vassiriki Abou Diaby,30,1986-05-11,192,76,Olympique de Marseille,French Ligue 1,74,74,2400000.0,30000.0,"CDM, CM",Right,,,,75.0,Vassiriki Abou Diaby,Olympique de Marseille
2015/16,C. Mandanne,Christophe Mandanne,31,1985-02-07,171,62,AS Nancy Lorraine,French Ligue 1,74,74,3000000.0,20000.0,"ST, CF",Right,,,,,Christophe Mandanne,AS Nancy Lorraine
2015/16,D. Digard,Didier Digard,29,1986-07-12,183,76,CA Osasuna,Spain Primera Division,74,74,2500000.0,20000.0,"CDM, CB",Right,,,,76.0,Didier Digard,CA Osasuna
